,County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level.1,AdvisoryLevelDescription,Contact_Organization,County.1,Landmark.1,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name.1,DetailStaticText,Bloom_Longitude_Corrected,Bloom_Latitude_x,Bloom_Latitude_y,Bloom_Longitude
526,Contra Costa,,San Joaquin River @ Twitchell Island,Last verified >90 days ago,9/15/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/23/2023 11:29,4118,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CA Department of Water Resources,Contra Costa,San Joaquin River @ Twitchell Island,5/12/2023 0:00,,Region 5 - Central Valley,,San Joaquin River,Detail,-121.7,38.1,,
527,Contra Costa,San Pablo Bay,main channel,Last verified >90 days ago,8/1/2023,Marine bloom suspected (red tide),"Marine bloom or “red tide” are suspected in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. Until water monitoring results are provided to confirm presence of red tide in this area, we recommend people and pets avoid contact with the water during times of any water discoloration or dense blooms in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system.",8/1/2023 16:20,4310,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Baykeeper,Contra Costa,main channel,7/31/2023 0:00,,Region 2 - San Francisco Bay,,San Pablo Bay,Detail,-122.4,38,,
528,Del Norte,Klamath River,at Klamath Glen (Roy Rook),Last verified >90 days ago,11/3/2023,No cyano bloom w/testing; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.",8/31/2023 7:37,4363,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,RB1 FHAB,Del Norte,at Klamath Glen (Roy Rook),8/23/2023 0:00,Yurok Tribe,Region 1 - North Coast,Yurok Tribe,Klamath River,Detail,-124,41.5,,
529,El Dorado,Lake Baron,Boat Ramp,Last verified >90 days ago,10/19/2023,Lake-wide advisory; Testing results below posting triggers,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.,6/30/2023 12:26,4223,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,El Dorado,Boat Ramp,6/21/2023 0:00,,Region 6 - Lahontan,,Lake Baron,Detail,-120,38.6,,
530,El Dorado,,South East Corner,Last verified >90 days ago,10/19/2023,Lake-wide advisory; Testing results below posting triggers; Visual monitoring only-present bloom,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.    Water testing of samples resulted in no exceedance of an advisory trigger threshold.,6/30/2023 12:28,4224,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,El Dorado,South East Corner,6/21/2023 0:00,,Region 6 - Lahontan,,Lake Baron,Detail,-120,38.9,,
531,El Dorado,,Tahoe Paradise Park,Last verified >90 days ago,5/8/2023,Suspected illness reported,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",5/8/2023 11:22,4090,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Tahoe Lake Forester,El Dorado,Tahoe Paradise Park,5/8/2023 0:00,Local Park and Recreation Department,Region 6 - Lahontan,,Lake Baron,Detail,-120,38.9,,
532,El Dorado,Lake Tahoe,El Dorado Beach,Last verified >90 days ago,9/29/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/25/2023 7:39,4126,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,El Dorado,El Dorado Beach,5/16/2023 0:00,,Region 6 - Lahontan,City Department,Lake Tahoe,Detail,-120,38.9,,
533,El Dorado,Meeks Creek,Meeks Creek ~1.8mi below Lake Genevieve,Last verified >90 days ago,9/25/2023,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,9/25/2023 14:44,4389,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,El Dorado,Meeks Creek ~1.8mi below Lake Genevieve,9/13/2023 0:00,,Region 6 - Lahontan,,Meeks Creek,Detail,-120.2,39,,
534,El Dorado,Silver Fork American River,Silver Fork American River at Silver Fork Rd.,Last verified >90 days ago,10/3/2023,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,9/16/2022 11:12,3727,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Department of Fish and Wildlife,El Dorado,Silver Fork American River at Silver Fork Rd.,9/6/2022 0:00,,Region 5 - Central Valley,,Silver Fork American River,Detail,-120.2,38.7,,
535,El Dorado,Tahoe Keys Lagoon,Spinnaker Cove (Site 7),Last verified >90 days ago,7/19/2023,Under investigation,This report is under investigation.,7/19/2023 8:50,4278,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,El Dorado,Spinnaker Cove (Site 7),7/11/2023 0:00,Tahoe Keys Property Owners Association,Region 6 - Lahontan,Tahoe Keys Property Owners Association,Tahoe Keys Lagoon,Detail,-120,38.9,,
536,Fresno,Millerton Lake,meadow campground,Last verified >90 days ago,8/28/2023,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,7/7/2023 10:22,4234,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Fresno,meadow campground,7/3/2023 0:00,,Region 5 - Central Valley,,Millerton Lake,Detail,-119.7,37,,
537,Glenn,Corbin Creek,Corbin Creek ~0.1mi above NF,Last verified >90 days ago,5/31/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/31/2023 9:44,4146,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Department of Fish and Wildlife,Glenn,Corbin Creek ~0.1mi above NF,5/12/2023 0:00,,Region 1 - North Coast,,Corbin Creek,Detail,-122.7,39.5,,
538,Humboldt,Humboldt Bay,King Salmon Beach,Last verified >90 days ago,8/16/2023,Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.",8/8/2023 15:43,4321,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,RB1 FHAB,Humboldt,King Salmon Beach,8/8/2023 0:00,County Environmental Health Department,Region 1 - North Coast,County Environmental Health Department,Humboldt Bay,Detail,-124.2,40.7,,
539,Humboldt,Stone Lagoon,Lagoonwide,Last verified >90 days ago,6/26/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/31/2022 8:13,3441,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Lagoon Rancheria,Humboldt,Lagoonwide,5/19/2022 0:00,Big Lagoon Rancheria,Region 1 - North Coast,California State Parks,Stone Lagoon,Detail,-124.1,41.2,41.233271,-124.08366
540,Humboldt,Stone Lagoon,Lagoonwide,Last verified >90 days ago,6/26/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/31/2022 8:13,3441,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Lagoon Rancheria,Humboldt,Lagoonwide,5/19/2022 0:00,Big Lagoon Rancheria,Region 1 - North Coast,California State Parks,Stone Lagoon,Detail,-124.1,41.2,41.233271,-124.08366
541,Humboldt,Trinity River,at Weitchpec,Last verified >90 days ago,11/3/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/28/2023 7:57,4200,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,RB1 FHAB,Humboldt,at Weitchpec,6/21/2023 0:00,Yurok Tribe,Region 1 - North Coast,Yurok Tribe,Trinity River,Detail,-123.7,41.2,41.184586,-123.70616
