County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level,AdvisoryLevelDescription,Contact_Organization,County,Landmark,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name,DetailStaticText,Bloom Longitude Corrected,Bloom_Latitude
Sierra,Little Truckee River,Upper Little Truckee Campground,Last verified >30 days ago,10/9/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",7/11/2024 15:27,4587,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Sierra,Upper Little Truckee Campground,6/19/2024 0:00,,Region 6 - Lahontan,,Little Truckee River,Detail,-120.24578,39.49113
Sierra,Stampede Reservoir,Boat Launch Area,Last verified >30 days ago,10/9/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,6/30/2023 11:56,4217,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Sierra,Boat Launch Area,6/19/2023 0:00,,Region 6 - Lahontan,,Stampede Reservoir,Detail,-120.13193,39.46977
Siskiyou,Butte Creek,~1.5mi below Spring Creek (105PS0540),Last verified >90 days ago,8/2/2024,Bottom/benthic bloom observed,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",8/10/2023 16:21,4325,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Siskiyou,~1.5mi below Spring Creek (105PS0540),8/1/2023 0:00,,Region 1 - North Coast,,Butte Creek,Detail,-122.06964,41.62029
Siskiyou,Klamath River,at I-5 Rest Area (RM 179.20; Public Health),None,10/17/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",1/23/2023 14:57,4016,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,RB1 FHAB,Siskiyou,at I-5 Rest Area (RM 179.20; Public Health),1/23/2023 0:00,Karuk Tribe,Region 1 - North Coast,Karuk Tribe,Klamath River,Detail,-122.57085,41.85695
Siskiyou,Klamath River,at Walker Bridge (RM 156.26; Baseline),None,11/6/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",1/23/2023 15:02,4017,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,RB1 FHAB,Siskiyou,at Walker Bridge (RM 156.26; Baseline),1/23/2023 0:00,Karuk Tribe,Region 1 - North Coast,Karuk Tribe,Klamath River,Detail,-122.86481,41.83741
Siskiyou,Klamath River,below Iron Gate Reservoir,None,11/6/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",1/23/2023 14:56,4015,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,RB1 FHAB,Siskiyou,below Iron Gate Reservoir,1/23/2023 0:00,Karuk Tribe,Region 1 - North Coast,Karuk Tribe,Klamath River,Detail,-122.44206,41.93099
Siskiyou,Klamath River,below Seiad (RM 128.5; Baseline),None,11/6/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",1/23/2023 15:05,4019,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,RB1 FHAB,Siskiyou,below Seiad (RM 128.5; Baseline),1/23/2023 0:00,Karuk Tribe,Region 1 - North Coast,Karuk Tribe,Klamath River,Detail,-123.22011,41.84233
Siskiyou,Lake Shastina,Dwinnell Way,Last verified >90 days ago,7/31/2024,Floating/planktonic bloom observed; Lake-wide advisory; visual monitoring based advisory; Visual monitoring only-present bloom,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",7/31/2024 9:12,4634,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,RB1 FHAB,Siskiyou,Dwinnell Way,7/30/2024 0:00,,Region 1 - North Coast,,Lake Shastina,Detail,-122.39505,41.50315
Siskiyou,Scott River,Jones Beach,Last verified >90 days ago,8/13/2024,Alert-high concentration toxins; Bottom/benthic bloom observed; Updates from routine monitoring program-organization,"Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.  Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",9/21/2022 15:21,3730,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,RB1 FHAB,Siskiyou,Jones Beach,8/8/2022 0:00,United States Forest Service,Region 1 - North Coast,United States Forest Service,Scott River,Detail,-123.06041,41.63987
Siskiyou,Scott River,Scott River below Isinglass Creek (105FC0053),Last verified >30 days ago,8/27/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/27/2024 13:55,4683,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Siskiyou,Scott River below Isinglass Creek (105FC0053),8/21/2024 0:00,,Region 1 - North Coast,,Scott River,Detail,-123.05874,41.63938
Siskiyou,South Fork Salmon River,"South Fork Salmon River, below St. Claire Creek",Last verified >30 days ago,8/27/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/27/2024 13:51,4682,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Siskiyou,"South Fork Salmon River, below St. Claire Creek",8/20/2024 0:00,,Region 1 - North Coast,,South Fork Salmon River,Detail,-123.18893,41.14317
Solano,Lake herman,Lake herman,Last verified >30 days ago,10/7/2024,Under investigation; Visual monitoring only-present bloom,This report is under investigation.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,10/6/2024 8:22,4719,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Solano,Lake herman,10/6/2024 0:00,,Region 2 - San Francisco Bay,,Lake herman,Detail,-122.15615,38.09507
Sonoma,Lake Ralphine,Howarth Park,Last verified >90 days ago,6/28/2024,Floating/planktonic bloom observed; Lake-wide advisory; visual monitoring based advisory; Visual monitoring only-present bloom,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",6/22/2023 10:47,4170,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,RB1 FHAB,Sonoma,Howarth Park,6/20/2023 0:00,County Environmental Health Department,Region 1 - North Coast,City Department,Lake Ralphine,Detail,-122.66708,38.45494
